SEASON_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL
12024,LAL,Los Angeles Lakers,0012400003,2024-10-04,LAL vs. MIN,L
12024,MIN,Minnesota Timberwolves,0012400003,2024-10-04,MIN @ LAL,W
12024,NZB,New Zealand Breakers,0012400002,2024-10-04,NZB @ UTA,L
12024,BOS,Boston Celtics,0012400001,2024-10-04,BOS @ DEN,W
12024,DEN,Denver Nuggets,0012400001,2024-10-04,DEN @ BOS,L
12024,UTA,Utah Jazz,0012400002,2024-10-04,UTA vs. NZB,W
12024,LAC,LA Clippers,0012400004,2024-10-05,LAC vs. GSW,L
12024,GSW,Golden State Warriors,0012400004,2024-10-05,GSW @ LAC,W
12024,LAL,Los Angeles Lakers,0012400009,2024-10-06,LAL vs. PHX,L
12024,MIL,Milwaukee Bucks,0012400008,2024-10-06,MIL @ DET,L
12024,NYK,New York Knicks,0012400006,2024-10-06,NYK @ CHA,W
12024,BOS,Boston Celtics,0012400005,2024-10-06,BOS @ DEN,W
12024,DEN,Denver Nuggets,0012400005,2024-10-06,DEN @ BOS,L
12024,PHX,Phoenix Suns,0012400009,2024-10-06,PHX @ LAL,W
12024,TOR,Toronto Raptors,0012400007,2024-10-06,TOR @ WAS,W
12024,WAS,Washington Wizards,0012400007,2024-10-06,WAS @ TOR,L
12024,DET,Detroit Pistons,0012400008,2024-10-06,DET vs. MIL,W
12024,CHA,Charlotte Hornets,0012400006,2024-10-06,CHA vs. NYK,L
12024,ORL,Orlando Magic,0012400010,2024-10-07,ORL @ NOP,L
12024,PHI,Philadelphia 76ers,0012400011,2024-10-07,PHI vs. NZB,W
12024,NZB,New Zealand Breakers,0012400011,2024-10-07,NZB @ PHI,L
12024,NOP,New Orleans Pelicans,0012400010,2024-10-07,NOP vs. ORL,W
12024,DAL,Dallas Mavericks,0012400012,2024-10-07,DAL vs. MEM,L
12024,HOU,Houston Rockets,0012400014,2024-10-07,HOU @ UTA,L
12024,SAS,San Antonio Spurs,0012400013,2024-10-07,SAS vs. OKC,L
12024,OKC,Oklahoma City Thunder,0012400013,2024-10-07,OKC @ SAS,W
12024,UTA,Utah Jazz,0012400014,2024-10-07,UTA vs. HOU,W
12024,MEM,Memphis Grizzlies,0012400012,2024-10-07,MEM @ DAL,W
12024,LAC,LA Clippers,0012400019,2024-10-08,LAC vs. BKN,W
12024,MIA,Miami Heat,0012400015,2024-10-08,MIA @ CHA,L
12024,BKN,Brooklyn Nets,0012400019,2024-10-08,BKN @ LAC,L
12024,IND,Indiana Pacers,0012400018,2024-10-08,IND @ ATL,L
12024,ATL,Atlanta Hawks,0012400018,2024-10-08,ATL vs. IND,W
12024,CLE,Cleveland Cavaliers,0012400016,2024-10-08,CLE vs. CHI,L
12024,CHI,Chicago Bulls,0012400016,2024-10-08,CHI @ CLE,W
12024,PHX,Phoenix Suns,0012400017,2024-10-08,PHX @ DET,W
12024,DET,Detroit Pistons,0012400017,2024-10-08,DET vs. PHX,L
12024,CHA,Charlotte Hornets,0012400015,2024-10-08,CHA vs. MIA,W
12024,NYK,New York Knicks,0012400020,2024-10-09,NYK vs. WAS,W
12024,ORL,Orlando Magic,0012400022,2024-10-09,ORL @ SAS,L
12024,GSW,Golden State Warriors,0012400023,2024-10-09,GSW @ SAC,W
12024,HOU,Houston Rockets,0012400021,2024-10-09,HOU @ OKC,W
12024,SAC,Sacramento Kings,0012400023,2024-10-09,SAC vs. GSW,L
12024,SAS,San Antonio Spurs,0012400022,2024-10-09,SAS vs. ORL,W
12024,OKC,Oklahoma City Thunder,0012400021,2024-10-09,OKC vs. HOU,L
12024,WAS,Washington Wizards,0012400020,2024-10-09,WAS @ NYK,L
12024,LAL,Los Angeles Lakers,0012400028,2024-10-10,LAL @ MIL,W
12024,MIL,Milwaukee Bucks,0012400028,2024-10-10,MIL vs. LAL,L
12024,IND,Indiana Pacers,0012400024,2024-10-10,IND @ CLE,W
12024,NZB,New Zealand Breakers,0012400029,2024-10-10,NZB @ OKC,L
12024,CLE,Cleveland Cavaliers,0012400024,2024-10-10,CLE vs. IND,L
12024,DAL,Dallas Mavericks,0012400026,2024-10-10,DAL vs. UTA,L
12024,OKC,Oklahoma City Thunder,0012400029,2024-10-10,OKC vs. NZB,W
